No.Invoice,Tanggal Invoice,No.Urut,Nama Pelanggan,Kode Produk,Quantity, Gross sales , Discount , Net sales ,Jenis Kirim,Ongkir/Unit,Total Sales,ID Salesman
ORD-BS-01141040463-2,7/27/2020,4,New York Cycles,BM-TA-077,1," 2,130 ", - ," 2,130 ",2,30," 2,190 ",956821
ORD-BS-01141040463-2,7/27/2020,5,New York Cycles,BM-TA-076,1," 2,770 ", - ," 2,770 ",1,50," 2,820 ",956821
ORD-BS-01141040463-2,7/27/2020,6,New York Cycles,BM-SA-097,1, 415 , - , 415 ,1,50, 465 ,956821
ORD-BS-01141040463-2,7/27/2020,7,New York Cycles,BR-EC-005,1," 4,260 ", - ," 4,260 ",1,50," 4,310 ",956821
ORD-BS-01141040463-2,7/27/2020,8,New York Cycles,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,30," 2,190 ",956821
ORD-BS-01141040463-2,7/27/2020,9,New York Cycles,BM-CC-070,1," 2,880 ", - ," 2,880 ",2,30," 2,940 ",956821
ORD-BS-01141040463-2,7/27/2020,10,New York Cycles,BR-EC-009,1," 2,240 ", - ," 2,240 ",2,30," 2,300 ",956821
ORD-BS-01141094516-3,7/29/2020,1,New York Cycles,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,30," 2,190 ",359608
ORD-BS-01141107531-3,7/31/2020,1,New York Cycles,BM-TA-077,1," 2,130 ", - ," 2,130 ",1,50," 2,180 ",956821
ORD-BS-01141107531-3,7/31/2020,2,New York Cycles,BM-TA-086,2," 5,760 ", - ," 11,520 ",1,50," 11,570 ",956821
ORD-BS-01141107531-3,7/31/2020,3,New York Cycles,BR-EA-037,1, 870 , - , 870 ,2,30, 930 ,956821
ORD-BS-01141107531-3,7/31/2020,4,New York Cycles,BR-EA-018,1," 1,410 ", - ," 1,410 ",2,30," 1,470 ",956821
ORD-BS-01141107531-3,7/31/2020,5,New York Cycles,BM-CA-061,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",956821
ORD-BS-01141107531-3,7/31/2020,6,New York Cycles,BR-EC-025,1," 5,330 ", 53 ," 5,277 ",2,30," 5,337 ",956821
ORD-BS-01141107531-3,7/31/2020,7,New York Cycles,BR-TC-040,2," 6,400 ", 32 ," 12,768 ",1,50," 12,818 ",956821
ORD-BS-01141107531-3,7/31/2020,8,New York Cycles,BM-OC-050,1," 3,200 ", 32 ," 3,168 ",2,30," 3,228 ",956821
ORD-BS-01141107531-3,7/31/2020,9,New York Cycles,BM-CA-072,1," 2,060 ", - ," 2,060 ",2,30," 2,120 ",956821
ORD-BS-01141116541-3,7/31/2020,1,New York Cycles,BR-EC-025,1," 5,330 ", 53 ," 5,277 ",1,50," 5,327 ",599012
ORD-BS-01141116541-3,7/31/2020,2,New York Cycles,BR-EA-034,1," 1,570 ", - ," 1,570 ",1,50," 1,620 ",599012
ORD-BS-01141116541-3,7/31/2020,3,New York Cycles,BM-OC-054,1," 3,200 ", 32 ," 3,168 ",2,30," 3,228 ",599012
ORD-BS-01141116541-3,7/31/2020,4,New York Cycles,BM-SA-090,1," 1,350 ", - ," 1,350 ",2,30," 1,410 ",599012
ORD-BS-01141116541-3,7/31/2020,5,New York Cycles,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,50," 1,670 ",599012
ORD-BS-01141116541-3,7/31/2020,6,New York Cycles,BR-TC-041,1," 2,700 ", 27 ," 2,673 ",1,50," 2,723 ",599012
ORD-BS-01141116541-3,7/31/2020,7,New York Cycles,BM-SA-089,2," 3,040 ", - ," 6,080 ",2,30," 6,140 ",599012
ORD-BS-01141116541-3,7/31/2020,8,New York Cycles,BM-CC-066,1," 11,190 ", 112 ," 11,078 ",1,50," 11,128 ",599012
ORD-BS-01141116541-3,7/31/2020,9,New York Cycles,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,30," 2,190 ",599012
ORD-BS-01141177595-3,8/2/2020,1,New York Cycles,BR-TC-042,1," 1,950 ", - ," 1,950 ",1,50," 2,000 ",848311
ORD-BS-01141177595-3,8/2/2020,2,New York Cycles,BM-SA-091,1," 1,080 ", - ," 1,080 ",2,30," 1,140 ",848311
ORD-BS-01141177595-3,8/2/2020,3,New York Cycles,BM-TC-084,1," 4,480 ", - ," 4,480 ",2,30," 4,540 ",848311
ORD-BS-01141177595-3,8/2/2020,4,New York Cycles,BM-TA-076,1," 2,770 ", - ," 2,770 ",2,30," 2,830 ",848311
ORD-BS-01141177595-3,8/2/2020,5,New York Cycles,BR-EA-013,2," 6,400 ", - ," 12,800 ",1,50," 12,850 ",848311
ORD-BS-01141177595-3,8/2/2020,6,New York Cycles,BR-EC-009,1," 2,240 ", - ," 2,240 ",1,50," 2,290 ",848311
ORD-BS-01141177595-3,8/2/2020,7,New York Cycles,BM-CC-057,1," 7,460 ", - ," 7,460 ",2,30," 7,520 ",848311
ORD-BS-01141177595-3,8/2/2020,8,New York Cycles,BR-EA-014,1," 2,660 ", - ," 2,660 ",2,30," 2,720 ",848311
ORD-BS-01141177595-3,8/2/2020,9,New York Cycles,BR-EC-007,1," 3,200 ", - ," 3,200 ",2,30," 3,260 ",848311
ORD-BS-01141177595-3,8/2/2020,10,New York Cycles,BR-EC-030,1," 2,660 ", - ," 2,660 ",1,50," 2,710 ",848311
ORD-BS-01141177595-3,8/2/2020,11,New York Cycles,BR-EA-037,1, 870 , - , 870 ,1,50, 920 ,848311
ORD-BS-01141177595-3,8/2/2020,12,New York Cycles,BR-EA-017,1," 1,680 ", - ," 1,680 ",2,30," 1,740 ",848311
ORD-BS-01141177595-3,8/2/2020,13,New York Cycles,BR-EA-018,2," 2,820 ", - ," 5,640 ",2,30," 5,700 ",848311
ORD-BS-01141177595-3,8/2/2020,14,New York Cycles,BM-SA-089,1," 1,520 ", - ," 1,520 ",2,30," 1,580 ",848311
ORD-BS-01141177595-3,8/2/2020,15,New York Cycles,BM-CA-072,5," 10,300 ", - ," 51,500 ",2,30," 51,560 ",848311
ORD-BS-01141177595-3,8/2/2020,16,New York Cycles,BM-CC-058,1," 6,390 ", - ," 6,390 ",2,30," 6,450 ",848311
ORD-BS-01141177595-3,8/2/2020,17,New York Cycles,BR-EA-021,2," 1,630 ", - ," 3,260 ",2,30," 3,320 ",848311
ORD-BS-01141177595-3,8/2/2020,18,New York Cycles,BR-EA-033,1," 2,130 ", - ," 2,130 ",1,50," 2,180 ",848311
ORD-BS-01141177595-3,8/2/2020,19,New York Cycles,BR-TC-039,1," 4,500 ", - ," 4,500 ",2,30," 4,560 ",848311
ORD-BS-01141177595-3,8/2/2020,20,New York Cycles,BR-EA-015,1," 2,240 ", - ," 2,240 ",2,30," 2,300 ",848311
ORD-BS-01141177595-3,8/2/2020,21,New York Cycles,BM-CC-066,2," 22,380 ", - ," 44,760 ",2,30," 44,820 ",848311
ORD-BS-01141177595-3,8/2/2020,22,New York Cycles,BM-TA-077,1," 2,130 ", - ," 2,130 ",2,30," 2,190 ",848311
ORD-BS-01141177595-3,8/2/2020,23,New York Cycles,BM-CC-067,1," 9,060 ", - ," 9,060 ",1,50," 9,110 ",848311
ORD-BS-01141177595-3,8/2/2020,24,New York Cycles,BM-CC-064,1," 4,260 ", - ," 4,260 ",1,50," 4,310 ",848311
ORD-BS-01141177595-3,8/2/2020,25,New York Cycles,BR-EC-004,1," 5,330 ", - ," 5,330 ",2,30," 5,390 ",848311
ORD-BS-01141177595-3,8/2/2020,26,New York Cycles,BR-EC-022,1," 9,590 ", - ," 9,590 ",2,30," 9,650 ",848311
ORD-BS-01141250650-4,8/2/2020,1,New York Cycles,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,30," 1,090 ",669618
ORD-BS-01141250650-4,8/2/2020,2,New York Cycles,BM-TA-088,1," 1,950 ", - ," 1,950 ",2,30," 2,010 ",669618
ORD-BS-01240956357-1,8/3/2020,1,Dallas Cycles,BM-SA-090,1," 1,350 ", - ," 1,350 ",1,40," 1,390 ",359608
ORD-BS-01240956357-1,8/3/2020,2,Dallas Cycles,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,40," 1,660 ",359608
ORD-BS-01240956357-1,8/3/2020,3,Dallas Cycles,BM-TA-080,1," 2,660 ", - ," 2,660 ",1,40," 2,700 ",359608
ORD-BS-01240956357-1,8/3/2020,4,Dallas Cycles,BM-SA-091,1," 1,080 ", - ," 1,080 ",1,40," 1,120 ",359608
ORD-BS-01240956357-1,8/3/2020,5,Dallas Cycles,BM-OC-050,2," 6,400 ", - ," 12,800 ",1,40," 12,840 ",359608
ORD-BS-01240956357-1,8/3/2020,6,Dallas Cycles,BR-EA-018,1," 1,410 ", - ," 1,410 ",1,40," 1,450 ",359608
ORD-BS-01240956357-1,8/3/2020,7,Dallas Cycles,BR-TC-039,1," 4,500 ", - ," 4,500 ",1,40," 4,540 ",359608
ORD-BS-01240956357-1,8/3/2020,8,Dallas Cycles,BM-CC-062,1," 6,390 ", - ," 6,390 ",1,40," 6,430 ",359608
ORD-BS-01240956357-1,8/3/2020,9,Dallas Cycles,BM-CC-063,1," 5,330 ", - ," 5,330 ",2,25," 5,380 ",359608
ORD-BS-01240956357-1,8/3/2020,10,Dallas Cycles,BR-EC-002,4," 42,640 ", - ," 170,560 ",1,40," 170,600 ",359608
ORD-BS-01240956357-1,8/3/2020,11,Dallas Cycles,BR-TC-040,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",359608
ORD-BS-01240956357-1,8/3/2020,12,Dallas Cycles,BR-EA-020,1," 1,030 ", - ," 1,030 ",1,40," 1,070 ",359608
ORD-BS-01240956357-1,8/3/2020,13,Dallas Cycles,BM-SA-095,1, 585 , - , 585 ,1,40, 625 ,359608
ORD-BS-01240956357-1,8/3/2020,14,Dallas Cycles,BM-SA-094,4," 2,820 ", - ," 11,280 ",1,40," 11,320 ",359608
ORD-BS-01240956357-1,8/3/2020,15,Dallas Cycles,BR-CC-045,1," 1,960 ", - ," 1,960 ",1,40," 2,000 ",359608
ORD-BS-01240956357-1,8/3/2020,16,Dallas Cycles,BM-CA-061,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",359608
ORD-BS-01240956357-1,8/3/2020,17,Dallas Cycles,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,40," 1,720 ",359608
ORD-BS-01240956357-1,8/3/2020,18,Dallas Cycles,BM-TC-085,1," 3,730 ", - ," 3,730 ",1,40," 3,770 ",359608
ORD-BS-01240956357-1,8/3/2020,19,Dallas Cycles,BM-OC-054,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",359608
ORD-BS-01240956357-1,8/3/2020,20,Dallas Cycles,BM-SA-097,1, 415 , - , 415 ,2,25, 465 ,359608
ORD-BS-01241017429-2,8/4/2020,1,Dallas Cycles,BR-EA-013,4," 12,800 ", - ," 51,200 ",2,25," 51,250 ",599012
ORD-BS-01241017429-2,8/4/2020,1,Dallas Cycles,BR-EA-013,4," 12,800 ", - ," 51,200 ",2,25," 51,250 ",599012
ORD-BS-01241017429-2,8/4/2020,1,Dallas Cycles,BR-EA-013,4," 12,800 ", - ," 51,200 ",2,25," 51,250 ",599012
ORD-BS-01241023439-2,8/4/2020,1,Dallas Cycles,BM-OC-047,1," 7,990 ", - ," 7,990 ",2,25," 8,040 ",848311
ORD-BS-01241023439-2,8/4/2020,2,Dallas Cycles,BM-OC-048,1," 6,070 ", - ," 6,070 ",2,25," 6,120 ",848311
ORD-BS-01241023439-2,8/4/2020,3,Dallas Cycles,BM-CC-069,1," 4,800 ", - ," 4,800 ",2,25," 4,850 ",848311
ORD-BS-01241024441-2,8/4/2020,1,Dallas Cycles,BM-TC-085,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",502509
ORD-BS-01241124552-3,8/5/2020,1,Dallas Cycles,BR-EC-007,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",956821
ORD-BS-01241124552-3,8/5/2020,2,Dallas Cycles,BR-TC-041,1," 2,700 ", - ," 2,700 ",2,25," 2,750 ",956821
ORD-BS-01241124552-3,8/5/2020,3,Dallas Cycles,BM-TA-088,2," 3,900 ", - ," 7,800 ",2,25," 7,850 ",956821
ORD-BS-01241124552-3,8/5/2020,4,Dallas Cycles,BM-CC-064,2," 8,520 ", - ," 17,040 ",1,40," 17,080 ",956821
ORD-BS-01241124552-3,8/5/2020,5,Dallas Cycles,BM-CA-072,1," 2,060 ", - ," 2,060 ",1,40," 2,100 ",956821
ORD-BS-01241124552-3,8/5/2020,6,Dallas Cycles,BR-EC-029,1," 2,660 ", - ," 2,660 ",1,40," 2,700 ",956821
ORD-BS-01241124552-3,8/5/2020,7,Dallas Cycles,BM-SA-089,1," 1,520 ", - ," 1,520 ",1,40," 1,560 ",956821
ORD-BS-01241124552-3,8/5/2020,8,Dallas Cycles,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",956821
ORD-BS-01241124552-3,8/5/2020,9,Dallas Cycles,BR-EA-013,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",956821
ORD-BS-01241124552-3,8/5/2020,10,Dallas Cycles,BM-CA-073,1," 1,840 ", - ," 1,840 ",2,25," 1,890 ",956821
ORD-BS-01241124552-3,8/5/2020,11,Dallas Cycles,BM-OC-052,1," 5,970 ", - ," 5,970 ",1,40," 6,010 ",956821
ORD-BS-01241124552-3,8/5/2020,12,Dallas Cycles,BR-EA-036,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",956821
ORD-BS-01241124552-3,8/5/2020,13,Dallas Cycles,BM-SA-096,1, 480 , - , 480 ,1,40, 520 ,956821
ORD-BS-01241124552-3,8/5/2020,14,Dallas Cycles,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",956821
ORD-BS-01241124552-3,8/5/2020,15,Dallas Cycles,BM-TA-086,1," 2,880 ", - ," 2,880 ",1,40," 2,920 ",956821
ORD-BS-01241124552-3,8/5/2020,16,Dallas Cycles,BR-EA-037,1, 870 , - , 870 ,2,25, 920 ,956821
ORD-BS-01241124552-3,8/5/2020,17,Dallas Cycles,BM-SA-091,1," 1,080 ", - ," 1,080 ",2,25," 1,130 ",956821
ORD-BS-01241124552-3,8/5/2020,18,Dallas Cycles,BM-SA-092,1, 980 , - , 980 ,2,25," 1,030 ",956821
ORD-BS-01241124552-3,8/5/2020,19,Dallas Cycles,BM-TA-079,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",956821
ORD-BS-01340970373-1,8/5/2020,1,Oklahoma City Race Equipment,BM-FA-075,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",205347
ORD-BS-01340970373-1,8/5/2020,2,Oklahoma City Race Equipment,BM-TA-079,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",205347
ORD-BS-01340970373-1,8/5/2020,3,Oklahoma City Race Equipment,BR-EA-037,1, 870 , - , 870 ,2,25, 920 ,205347
ORD-BS-01340970373-1,8/5/2020,4,Oklahoma City Race Equipment,BM-CA-065,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",205347
ORD-BS-01340989401-1,8/6/2020,1,Oklahoma City Race Equipment,BR-EA-021,1, 815 , - , 815 ,2,25, 865 ,848311
ORD-BS-01340989401-1,8/6/2020,2,Oklahoma City Race Equipment,BM-SA-092,1, 980 , - , 980 ,1,40," 1,020 ",848311
ORD-BS-01340989401-1,8/6/2020,3,Oklahoma City Race Equipment,BM-TA-077,1," 2,130 ", - ," 2,130 ",1,40," 2,170 ",848311
ORD-BS-01340989401-1,8/6/2020,4,Oklahoma City Race Equipment,BM-CA-061,2," 6,400 ", - ," 12,800 ",1,40," 12,840 ",848311
ORD-BS-01341003413-2,8/8/2020,1,Oklahoma City Race Equipment,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,40," 1,720 ",359608
ORD-BS-01341003413-2,8/8/2020,2,Oklahoma City Race Equipment,BR-EA-037,1, 870 , - , 870 ,2,25, 920 ,359608
ORD-BS-01341010419-2,8/10/2020,1,Oklahoma City Race Equipment,BM-CC-057,1," 7,460 ", - ," 7,460 ",2,25," 7,510 ",205347
ORD-BS-01341010419-2,8/10/2020,2,Oklahoma City Race Equipment,BR-EC-008,1," 2,660 ", - ," 2,660 ",1,40," 2,700 ",205347
ORD-BS-01341010419-2,8/10/2020,3,Oklahoma City Race Equipment,BM-SA-089,1," 1,520 ", - ," 1,520 ",1,40," 1,560 ",205347
ORD-BS-01341010419-2,8/10/2020,4,Oklahoma City Race Equipment,BR-EA-035,2," 2,500 ", - ," 5,000 ",2,25," 5,050 ",205347
ORD-BS-01341010419-2,8/10/2020,5,Oklahoma City Race Equipment,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",205347
ORD-BS-01341010419-2,8/10/2020,6,Oklahoma City Race Equipment,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,40," 1,720 ",205347
ORD-BS-01341010419-2,8/10/2020,7,Oklahoma City Race Equipment,BR-EC-006,1," 3,940 ", - ," 3,940 ",2,25," 3,990 ",205347
ORD-BS-01341016426-2,8/12/2020,1,Oklahoma City Race Equipment,BM-TA-087,1," 2,340 ", - ," 2,340 ",1,40," 2,380 ",956821
ORD-BS-01341016426-2,8/12/2020,2,Oklahoma City Race Equipment,BR-CC-046,1," 1,750 ", - ," 1,750 ",2,25," 1,800 ",956821
ORD-BS-01341016426-2,8/12/2020,3,Oklahoma City Race Equipment,BM-OC-053,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",956821
ORD-BS-01341016426-2,8/12/2020,4,Oklahoma City Race Equipment,BR-EA-018,1," 1,410 ", - ," 1,410 ",2,25," 1,460 ",956821
ORD-BS-01341022434-2,8/12/2020,1,Oklahoma City Race Equipment,BR-EC-026,1," 4,800 ", - ," 4,800 ",1,40," 4,840 ",430843
ORD-BS-01341022435-2,8/14/2020,1,Oklahoma City Race Equipment,BM-SA-093,1, 815 , - , 815 ,2,25, 865 ,599012
ORD-BS-01341025445-2,8/15/2020,1,San Antonio Bike Shop,BR-TC-041,1," 2,700 ", - ," 2,700 ",1,40," 2,740 ",502509
ORD-BS-01341025445-2,8/15/2020,2,San Antonio Bike Shop,BM-SA-092,4," 3,920 ", - ," 15,680 ",2,25," 15,730 ",502509
ORD-BS-01341025445-2,8/15/2020,3,San Antonio Bike Shop,BR-CC-045,1," 1,960 ", - ," 1,960 ",1,40," 2,000 ",502509
ORD-BS-01341025445-2,8/15/2020,4,San Antonio Bike Shop,BR-EC-029,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",502509
ORD-BS-01341037462-2,8/15/2020,1,Oklahoma City Race Equipment,BM-SA-089,1," 1,520 ", - ," 1,520 ",1,40," 1,560 ",205347
ORD-BS-01341037462-2,8/15/2020,2,Oklahoma City Race Equipment,BR-EC-009,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",205347
ORD-BS-01341037462-2,8/15/2020,3,Oklahoma City Race Equipment,BR-EA-037,1, 870 , - , 870 ,2,25, 920 ,205347
ORD-BS-01341037462-2,8/15/2020,4,Oklahoma City Race Equipment,BM-TA-088,1," 1,950 ", - ," 1,950 ",2,25," 2,000 ",205347
ORD-BS-01341037462-2,8/15/2020,5,Oklahoma City Race Equipment,BR-EA-013,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",205347
ORD-BS-01341037462-2,8/15/2020,6,Oklahoma City Race Equipment,BR-TC-039,1," 4,500 ", - ," 4,500 ",1,40," 4,540 ",205347
ORD-BS-01341037462-2,8/15/2020,7,Oklahoma City Race Equipment,BM-CA-061,6," 19,200 ", - ," 115,200 ",2,25," 115,250 ",205347
ORD-BS-01341037462-2,8/15/2020,8,Oklahoma City Race Equipment,BR-EC-007,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",205347
ORD-BS-01341037462-2,8/15/2020,9,Oklahoma City Race Equipment,BR-EC-010,1," 1,840 ", - ," 1,840 ",2,25," 1,890 ",205347
ORD-BS-01341037462-2,8/15/2020,10,Oklahoma City Race Equipment,BR-EC-005,1," 4,260 ", - ," 4,260 ",1,40," 4,300 ",205347
ORD-BS-01341037462-2,8/15/2020,11,Oklahoma City Race Equipment,BM-OC-054,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",205347
ORD-BS-01341037462-2,8/15/2020,12,Oklahoma City Race Equipment,BM-CC-062,1," 6,390 ", - ," 6,390 ",1,40," 6,430 ",205347
ORD-BS-01341037462-2,8/15/2020,13,Oklahoma City Race Equipment,BR-TC-041,1," 2,700 ", - ," 2,700 ",2,25," 2,750 ",205347
ORD-BS-01341037462-2,8/15/2020,14,Oklahoma City Race Equipment,BR-EC-008,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",205347
ORD-BS-01341037462-2,8/15/2020,15,Oklahoma City Race Equipment,BR-EA-018,1," 1,410 ", - ," 1,410 ",1,40," 1,450 ",205347
ORD-BS-01341037462-2,8/15/2020,16,Oklahoma City Race Equipment,BM-FA-075,1," 2,130 ", - ," 2,130 ",1,40," 2,170 ",205347
ORD-BS-01341037462-2,8/15/2020,17,Oklahoma City Race Equipment,BM-TA-076,1," 2,770 ", - ," 2,770 ",2,25," 2,820 ",205347
ORD-BS-01341037462-2,8/15/2020,18,Oklahoma City Race Equipment,BR-EC-028,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",205347
ORD-BS-01341037462-2,8/15/2020,19,Oklahoma City Race Equipment,BR-EC-031,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",205347
ORD-BS-01341037462-2,8/15/2020,20,Oklahoma City Race Equipment,BR-CC-046,1," 1,750 ", - ," 1,750 ",1,40," 1,790 ",205347
ORD-BS-01341037462-2,8/15/2020,21,Oklahoma City Race Equipment,BR-EA-036,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",205347
ORD-BS-01341080500-2,8/15/2020,1,Oklahoma City Race Equipment,BM-SA-089,1," 1,520 ", - ," 1,520 ",1,40," 1,560 ",848311
ORD-BS-01341080500-2,8/15/2020,2,Oklahoma City Race Equipment,BR-EC-002,1," 10,660 ", - ," 10,660 ",2,25," 10,710 ",848311
ORD-BS-01341092513-3,8/15/2020,1,Oklahoma City Race Equipment,BM-SA-093,3," 2,445 ", - ," 7,335 ",2,25," 7,385 ",205347
ORD-BS-01341099519-3,8/15/2020,1,Oklahoma City Race Equipment,BR-EA-019,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",205347
ORD-BS-01341099519-3,8/15/2020,2,Oklahoma City Race Equipment,BM-TA-076,4," 11,080 ", - ," 44,320 ",1,40," 44,360 ",205347
ORD-BS-01341114538-3,8/16/2020,1,Oklahoma City Race Equipment,BR-EA-034,1," 1,570 ", - ," 1,570 ",2,70," 1,710 ",430843
ORD-BS-01341114538-3,8/16/2020,2,Oklahoma City Race Equipment,BR-EC-022,1," 9,590 ", 96 ," 9,494 ",1,70," 9,564 ",430843
ORD-BS-01341114538-3,8/16/2020,3,Oklahoma City Race Equipment,BM-SA-095,1, 585 , - , 585 ,1,70, 655 ,430843
ORD-BS-01341114538-3,8/16/2020,4,Oklahoma City Race Equipment,BR-EA-021,1, 815 , - , 815 ,2,40, 895 ,430843
ORD-BS-01341114538-3,8/16/2020,5,Oklahoma City Race Equipment,BM-CC-070,1," 2,880 ", 29 ," 2,851 ",1,60," 2,911 ",430843
ORD-BS-01341114538-3,8/16/2020,6,Oklahoma City Race Equipment,BR-EA-036,1," 1,030 ", - ," 1,030 ",1,70," 1,100 ",430843
ORD-BS-01341116544-3,8/17/2020,1,Oklahoma City Race Equipment,BR-EA-036,1," 1,030 ", - ," 1,030 ",1,40," 1,070 ",502509
ORD-BS-01341116544-3,8/17/2020,2,Oklahoma City Race Equipment,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",502509
ORD-BS-01341116544-3,8/17/2020,3,Oklahoma City Race Equipment,BR-EA-034,1," 1,570 ", - ," 1,570 ",1,40," 1,610 ",502509
ORD-BS-01341116544-3,8/17/2020,4,Oklahoma City Race Equipment,BR-EC-008,2," 5,320 ", 27 ," 10,613 ",1,40," 10,653 ",502509
ORD-BS-01341116544-3,8/17/2020,5,Oklahoma City Race Equipment,BR-EC-002,1," 10,660 ", 107 ," 10,553 ",1,40," 10,593 ",502509
ORD-BS-01341116544-3,8/17/2020,6,Oklahoma City Race Equipment,BR-EC-031,1," 2,240 ", 22 ," 2,218 ",1,40," 2,258 ",502509
ORD-BS-01341116544-3,8/17/2020,7,Oklahoma City Race Equipment,BM-CC-058,2," 12,780 ", 64 ," 25,496 ",1,40," 25,536 ",502509
ORD-BS-01341116544-3,8/17/2020,8,Oklahoma City Race Equipment,BR-TC-040,1," 3,200 ", 32 ," 3,168 ",2,25," 3,218 ",502509
ORD-BS-01341116544-3,8/17/2020,9,Oklahoma City Race Equipment,BR-EC-028,1," 3,200 ", 32 ," 3,168 ",2,25," 3,218 ",502509
ORD-BS-01341116544-3,8/17/2020,10,Oklahoma City Race Equipment,BM-TA-080,1," 2,660 ", - ," 2,660 ",1,40," 2,700 ",502509
ORD-BS-01341116544-3,8/17/2020,11,Oklahoma City Race Equipment,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",502509
ORD-BS-01341116544-3,8/17/2020,12,Oklahoma City Race Equipment,BM-CA-073,1," 1,840 ", - ," 1,840 ",1,40," 1,880 ",502509
ORD-BS-01341116544-3,8/17/2020,13,Oklahoma City Race Equipment,BM-CC-070,1," 2,880 ", 29 ," 2,851 ",2,25," 2,901 ",502509
ORD-BS-01341116544-3,8/17/2020,14,Oklahoma City Race Equipment,BM-SA-090,1," 1,350 ", - ," 1,350 ",1,40," 1,390 ",502509
ORD-BS-01341116544-3,8/17/2020,15,Oklahoma City Race Equipment,BR-EC-029,1," 2,660 ", 27 ," 2,633 ",1,40," 2,673 ",502509
ORD-BS-01341116544-3,8/17/2020,16,Oklahoma City Race Equipment,BM-FA-075,1," 2,130 ", - ," 2,130 ",1,40," 2,170 ",502509
ORD-BS-01341116544-3,8/17/2020,17,Oklahoma City Race Equipment,BR-EA-021,2," 1,630 ", - ," 3,260 ",2,25," 3,310 ",502509
ORD-BS-01341116544-3,8/17/2020,18,Oklahoma City Race Equipment,BR-EA-014,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",502509
ORD-BS-01341116544-3,8/17/2020,19,Oklahoma City Race Equipment,BR-CC-046,1," 1,750 ", 18 ," 1,733 ",2,25," 1,783 ",502509
ORD-BS-01341128557-3,8/17/2020,1,Oklahoma City Race Equipment,BR-EC-029,1," 2,660 ", - ," 2,660 ",1,40," 2,700 ",359608
ORD-BS-01341128557-3,8/17/2020,2,Oklahoma City Race Equipment,BR-EA-033,1," 2,130 ", - ," 2,130 ",1,40," 2,170 ",359608
ORD-BS-01341128557-3,8/17/2020,3,Oklahoma City Race Equipment,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",359608
ORD-BS-01341128557-3,8/17/2020,4,Oklahoma City Race Equipment,BR-EC-025,1," 5,330 ", - ," 5,330 ",2,25," 5,380 ",359608
ORD-BS-01341128557-3,8/17/2020,5,Oklahoma City Race Equipment,BR-EC-009,1," 2,240 ", - ," 2,240 ",1,40," 2,280 ",359608
ORD-BS-01341128557-3,8/17/2020,6,Oklahoma City Race Equipment,BM-CA-072,1," 2,060 ", - ," 2,060 ",1,40," 2,100 ",359608
ORD-BS-01341128557-3,8/17/2020,7,Oklahoma City Race Equipment,BR-EA-035,1," 1,250 ", - ," 1,250 ",2,25," 1,300 ",359608
ORD-BS-01341128557-3,8/17/2020,8,Oklahoma City Race Equipment,BR-EC-007,1," 3,200 ", - ," 3,200 ",1,40," 3,240 ",359608
ORD-BS-01341128557-3,8/17/2020,9,Oklahoma City Race Equipment,BR-TC-041,2," 5,400 ", - ," 10,800 ",2,25," 10,850 ",359608
